date,source,source.type,dest,dest.type,qty
3,1591,Fa,2202,FaFi,46
3,1591,Fa,3362,FaFi,1
3,1591,Fa,2216,Fi,17
3,1591,Fa,2960,Fi,133
3,1591,Fa,4177,Fi,2
3,1591,Fa,177,Fi,5
3,1591,Fa,2888,Fi,40
3,1591,Fa,3672,FaFi,103
3,1591,Fa,1443,FaFi,135
3,1591,Fa,1964,Fi,0
3,1591,Fa,3326,FaFi,28
3,1591,Fa,4065,Fi,3
3,1591,Fa,3731,Fi,140
3,1591,Fa,2295,Fi,117
3,2407,Fa,1303,FaFi,4
3,2407,Fa,750,FaFi,42
3,2407,Fa,29,Fi,131
3,2407,Fa,2126,FaFi,26
3,2407,Fa,4736,Fi,0
3,2407,Fa,1782,Fi,18
3,2407,Fa,2515,Fi,56
3,3171,Fa,2401,Fi,402
3,3171,Fa,3049,FaFi,51
3,3171,Fa,1721,FaFi,24
3,3171,Fa,2585,Fi,3
3,3171,Fa,1178,Fi,1
3,3171,Fa,34,Fi,4
3,3171,Fa,4504,Fi,3
3,3171,Fa,671,Fi,0
3,3171,Fa,2375,FaFi,42
3,3171,Fa,17,FaFi,45
3,3171,Fa,1252,Fi,339
3,3667,Fa,2416,Fi,2
3,4507,Fa,1501,Fi,12
3,4507,Fa,3235,FaFi,23
3,4507,Fa,832,Fi,1
3,4507,Fa,1307,Fi,1
3,4507,Fa,1035,Fi,162
3,4531,Fa,922,Fi,9
3,4648,Fa,2552,Fi,11
4,45,FaFi,45,FaFi,184
4,614,FaFi,614,FaFi,113
4,690,FaFi,690,FaFi,295
4,690,FaFi,3788,FaFi,33
4,1393,FaFi,1393,FaFi,23
4,1672,FaFi,1672,FaFi,0
4,1705,FaFi,1705,FaFi,52
4,2101,FaFi,2101,FaFi,3
4,3251,FaFi,3251,FaFi,89
4,4023,FaFi,4023,FaFi,12
4,4023,FaFi,2096,FaFi,0
4,4271,FaFi,4271,FaFi,85
4,4271,FaFi,3910,FaFi,3
4,198,Fa,2000,Fi,318
4,198,Fa,3408,Fi,20
4,198,Fa,4742,FaFi,127
4,198,Fa,4387,FaFi,171
4,198,Fa,1403,Fi,73
4,609,Fa,836,FaFi,39
4,609,Fa,4359,Fi,82
4,609,Fa,886,FaFi,12
4,609,Fa,19,Fi,3
4,609,Fa,1339,Fi,249
4,609,Fa,4290,FaFi,9
4,609,Fa,3878,Fi,1
4,609,Fa,2890,Fi,96
4,609,Fa,1599,FaFi,81
4,609,Fa,2210,Fi,205
4,609,Fa,464,Fi,33
4,609,Fa,4306,Fi,128
4,609,Fa,637,Fi,3
4,609,Fa,1917,FaFi,8
4,609,Fa,3714,Fi,328
4,609,Fa,3205,FaFi,66
4,609,Fa,1062,FaFi,112
4,609,Fa,3399,FaFi,8
4,609,Fa,553,Fi,74
4,1975,Fa,495,Fi,2
4,1975,Fa,1474,FaFi,44
4,1975,Fa,136,Fi,1
4,1975,Fa,3647,Fi,681
4,2420,Fa,2564,Fi,84
4,2902,Fa,4062,Fi,0
4,2902,Fa,1588,FaFi,7
4,2902,Fa,4352,Fi,121
4,2902,Fa,4462,Fi,354
4,2902,Fa,2539,Fi,66
4,2902,Fa,451,FaFi,130
4,2902,Fa,3859,Fi,85
4,3148,Fa,4713,Fi,64
4,3148,Fa,1782,Fi,14
4,3148,Fa,3166,FaFi,41
4,3148,Fa,3349,Fi,256
4,3148,Fa,2747,Fi,839
4,3148,Fa,1013,Fi,349
4,3514,Fa,1814,Fi,83
4,3514,Fa,4684,Fi,15
4,3514,Fa,1114,Fi,1
4,3514,Fa,3177,Fi,184
4,3514,Fa,2586,Fi,76
4,3514,Fa,1643,Fi,285
4,3514,Fa,4114,Fi,0
4,3514,Fa,1041,Fi,0
4,3514,Fa,3206,FaFi,184
4,3514,Fa,2249,Fi,449
4,3514,Fa,4145,Fi,3
4,3514,Fa,3963,FaFi,8
4,3514,Fa,4468,Fi,85
4,3514,Fa,4021,Fi,303
4,3514,Fa,228,Fi,5
4,3514,Fa,3188,Fi,9
4,3514,Fa,297,Fi,0
4,3514,Fa,3129,Fi,273
4,3514,Fa,401,Fi,3
4,3514,Fa,364,Fi,0
4,3514,Fa,545,Fi,1
4,3514,Fa,4239,Fi,2
4,3514,Fa,426,Fi,1
4,3514,Fa,4087,Fi,1
4,3514,Fa,539,Fi,1
4,3514,Fa,4454,FaFi,57
4,3514,Fa,3674,Fi,483
4,3514,Fa,4200,Fi,5
4,3514,Fa,3785,Fi,84
4,3514,Fa,2750,Fi,75
4,3514,Fa,1120,Fi,1
4,3514,Fa,3940,Fi,74
4,3514,Fa,853,Fi,1
4,3514,Fa,1980,Fi,384
4,3514,Fa,4567,Fi,3
4,3514,Fa,4283,Fi,3
4,3514,Fa,2908,Fi,194
4,3514,Fa,1920,Fi,152
4,3514,Fa,501,FaFi,44
4,3514,Fa,1065,Fi,2
4,3514,Fa,4393,Fi,0
4,3514,Fa,1554,FaFi,69
4,3514,Fa,24,Fi,6
4,3514,Fa,3317,Fi,36
4,3514,Fa,4218,Fi,2
4,3514,Fa,4653,Fi,2
4,3514,Fa,478,FaFi,25
4,3514,Fa,1189,Fi,4
4,3514,Fa,4351,Fi,1
4,3514,Fa,2074,Fi,127
4,3514,Fa,1083,FaFi,10
4,3514,Fa,2126,FaFi,27
4,3514,Fa,3500,Fi,16
4,3514,Fa,1279,Fi,0
4,3514,Fa,3809,FaFi,115
4,3514,Fa,2350,Fi,44
4,3734,Fa,1952,Fi,230
4,3734,Fa,3005,Fi,45
4,3734,Fa,2001,FaFi,104
4,3734,Fa,2236,FaFi,18
4,3734,Fa,4056,FaFi,51
4,3734,Fa,555,FaFi,126
4,3734,Fa,3526,Fi,56
4,3734,Fa,2208,Fi,54
4,3734,Fa,1635,FaFi,154
4,3734,Fa,2450,Fi,11
4,3734,Fa,3414,Fi,58
4,3734,Fa,4365,Fi,8
4,3734,Fa,1756,FaFi,37
4,3734,Fa,3493,FaFi,30
4,3734,Fa,3123,Fi,85
4,3734,Fa,3946,FaFi,17
4,3734,Fa,1840,FaFi,44
4,3807,Fa,346,Fi,342
4,3807,Fa,3920,Fi,163
4,3807,Fa,4555,Fi,1
4,3807,Fa,3879,Fi,152
4,3807,Fa,625,Fi,154
4,116,FaFi,116,FaFi,3
4,667,FaFi,667,FaFi,99
4,787,FaFi,787,FaFi,9
4,1112,FaFi,1112,FaFi,165
4,1350,FaFi,1350,FaFi,2
4,1350,FaFi,4166,Fi,1
4,1408,FaFi,1408,FaFi,64
4,1431,FaFi,1431,FaFi,71
4,1431,FaFi,3418,Fi,4
4,1431,FaFi,2315,FaFi,6
4,1813,FaFi,1813,FaFi,65
4,1905,FaFi,1905,FaFi,2
4,2075,FaFi,2075,FaFi,32
4,2113,FaFi,2113,FaFi,148
4,2116,FaFi,2116,FaFi,217
4,2196,FaFi,2196,FaFi,21
4,2196,FaFi,1883,Fi,5
4,2377,FaFi,2377,FaFi,60
4,2422,FaFi,2422,FaFi,72
4,2424,FaFi,2424,FaFi,170
4,2426,FaFi,2426,FaFi,4
4,2675,FaFi,2675,FaFi,63
4,2675,FaFi,2439,FaFi,7
4,2836,FaFi,2836,FaFi,34
4,2968,FaFi,2968,FaFi,21
4,3033,FaFi,3033,FaFi,103
4,3336,FaFi,3336,FaFi,6
4,3336,FaFi,1433,FaFi,1
4,3635,FaFi,3635,FaFi,137
4,3797,FaFi,3797,FaFi,29
4,3856,FaFi,3856,FaFi,51
4,3856,FaFi,3430,Fi,6
4,3894,FaFi,3894,FaFi,34
4,3987,FaFi,3987,FaFi,6
4,3987,FaFi,3140,FaFi,1
4,4043,FaFi,4043,FaFi,34
4,4057,FaFi,4057,FaFi,213
4,4244,FaFi,4244,FaFi,15
4,4314,FaFi,4314,FaFi,12
4,2150,Fa,2480,Fi,203
4,2150,Fa,1207,Fi,0
4,2150,Fa,4397,Fi,5
4,2150,Fa,1367,Fi,192
4,2304,Fa,135,Fi,0
4,2304,Fa,163,Fi,2
4,2304,Fa,3187,FaFi,19
4,2304,Fa,4090,Fi,1
4,2304,Fa,714,Fi,0
4,2304,Fa,2159,Fi,54
4,2497,Fa,2811,Fi,21
4,2497,Fa,670,Fi,48
4,2885,Fa,502,FaFi,62
4,2885,Fa,3299,Fi,448
4,2885,Fa,2185,FaFi,55
4,2885,Fa,1249,Fi,308
4,2885,Fa,2204,FaFi,15
4,3356,Fa,3503,Fi,156
5,290,FaFi,290,FaFi,46
5,664,FaFi,664,FaFi,207
5,3205,FaFi,3205,FaFi,78
5,3205,FaFi,904,Fi,3
5,3205,FaFi,4596,Fi,2
5,3205,FaFi,3495,Fi,5
5,3888,FaFi,3888,FaFi,40
5,4394,FaFi,4394,FaFi,83
5,4394,FaFi,2742,Fi,12
5,4496,FaFi,4496,FaFi,4
5,4522,FaFi,4522,FaFi,19
5,3190,Fa,2466,Fi,63
5,3190,Fa,3986,Fi,316
5,3190,Fa,1648,FaFi,51
5,3190,Fa,1347,FaFi,31
5,3190,Fa,4476,Fi,0
5,3190,Fa,2223,Fi,20
5,3546,Fa,2124,FaFi,61
5,3546,Fa,1726,FaFi,47
5,3546,Fa,17,FaFi,52
5,3546,Fa,3707,FaFi,225
5,3546,Fa,3218,FaFi,26
5,3546,Fa,2205,Fi,31
5,3697,Fa,555,FaFi,116
5,3697,Fa,218,Fi,3
5,3697,Fa,3526,Fi,68
5,3697,Fa,4641,Fi,3
5,3697,Fa,2371,Fi,410
5,3697,Fa,1959,Fi,197
5,3697,Fa,1952,Fi,227
5,3697,Fa,3506,FaFi,16
5,3697,Fa,2450,Fi,12
5,3697,Fa,822,Fi,65
5,3802,Fa,949,Fi,418
5,57,FaFi,57,FaFi,206
5,67,FaFi,67,FaFi,3
5,109,FaFi,109,FaFi,55
5,550,FaFi,550,FaFi,85
5,1303,FaFi,1303,FaFi,1
5,1436,FaFi,1436,FaFi,80
5,1472,FaFi,1472,FaFi,4
5,1472,FaFi,4722,Fi,2
5,1540,FaFi,1540,FaFi,24
5,1540,FaFi,3764,Fi,5
5,1863,FaFi,1863,FaFi,53
5,1904,FaFi,1904,FaFi,103
5,1956,FaFi,1956,FaFi,45
5,1956,FaFi,372,Fi,2
5,2160,FaFi,2160,FaFi,152
5,2172,FaFi,2172,FaFi,37
5,2349,FaFi,2349,FaFi,216
5,2518,FaFi,2518,FaFi,76
5,2592,FaFi,2592,FaFi,107
5,2709,FaFi,2709,FaFi,129
5,2738,FaFi,2738,FaFi,35
5,2740,FaFi,2740,FaFi,25
5,2740,FaFi,4680,FaFi,5
5,2869,FaFi,2869,FaFi,124
5,2869,FaFi,1511,Fi,15
5,2964,FaFi,2964,FaFi,70
5,3111,FaFi,3111,FaFi,2
5,3122,FaFi,3122,FaFi,7
5,3144,FaFi,3144,FaFi,15
5,3144,FaFi,3463,Fi,1
5,3180,FaFi,3180,FaFi,24
5,3180,FaFi,2446,Fi,5
5,3307,FaFi,3307,FaFi,16
5,3378,FaFi,3378,FaFi,21
5,3519,FaFi,3519,FaFi,30
5,3519,FaFi,1946,FaFi,2
5,3528,FaFi,3528,FaFi,4
5,3528,FaFi,4659,Fi,1
5,3632,FaFi,3632,FaFi,71
5,3633,FaFi,3633,FaFi,43
5,3709,FaFi,3709,FaFi,26
5,3845,FaFi,3845,FaFi,59
5,3863,FaFi,3863,FaFi,35
5,3956,FaFi,3956,FaFi,4
5,4020,FaFi,4020,FaFi,130
5,4020,FaFi,59,Fi,15
5,4031,FaFi,4031,FaFi,8
5,4031,FaFi,3024,Fi,0
5,4039,FaFi,4039,FaFi,27
5,4039,FaFi,1042,FaFi,0
5,4195,FaFi,4195,FaFi,0
5,4236,FaFi,4236,FaFi,0
5,4282,FaFi,4282,FaFi,53
5,4407,FaFi,4407,FaFi,78
5,4407,FaFi,2587,FaFi,6
5,4407,FaFi,4360,Fi,9
5,4671,FaFi,4671,FaFi,23
5,4746,FaFi,4746,FaFi,45
5,4752,FaFi,4752,FaFi,5
5,669,Fa,1988,FaFi,14
5,669,Fa,3119,Fi,491
5,669,Fa,954,Fi,48
5,669,Fa,1185,Fi,37
5,669,Fa,3924,FaFi,19
5,669,Fa,525,FaFi,77
5,669,Fa,1659,FaFi,0
5,669,Fa,3444,Fi,3
5,669,Fa,3783,Fi,125
5,669,Fa,2385,Fi,104
5,669,Fa,4121,Fi,0
5,669,Fa,3471,FaFi,7
5,669,Fa,1202,Fi,80
5,669,Fa,2314,Fi,0
5,669,Fa,1420,Fi,64
5,669,Fa,2170,Fi,25
5,669,Fa,701,Fi,1
5,669,Fa,2220,FaFi,119
5,669,Fa,957,Fi,2
5,669,Fa,2940,Fi,102
5,669,Fa,1699,FaFi,86
5,1049,Fa,4680,FaFi,20
5,1049,Fa,3732,Fi,194
5,1049,Fa,4252,Fi,62
5,1524,Fa,3808,Fi,402
5,1761,Fa,2037,Fi,103
5,1761,Fa,145,Fi,1
