ID,X,Y,size,production,is_outdoor,is_commercial,multisite
1227,937513.322075212,6476906.96880616,4,Fi,0,0,0
1228,959421.40639716,6433306.58872059,3,Fi,0,0,0
1229,850094.600763714,6373525.71370414,9,Fi,0,0,0
1230,654219.888328698,6451240.62767766,1026,Fi,0,1,0
1231,911945.421039661,6568643.35221279,1,Fi,1,0,0
1232,853967.370466612,6484795.96548813,2179,FaFi,1,1,42
1233,882501.971457729,6456337.25124695,498,FaFi,1,1,0
1234,797073.649757812,6452238.35494675,6,Fi,0,0,0
1235,840864.758033526,6546423.27608375,11,Fi,1,0,0
1236,912539.307948465,6462319.99843966,1971,FaFi,0,1,0
1237,858676.25994369,6412357.80229952,8,Fi,1,0,0
1238,695598.203093764,6620734.41070693,6110,Fa,0,1,15
1239,859098.085980788,6425448.23461636,1530,Fi,0,1,0
1240,869356.011730914,6574037.86734585,159,Fi,0,1,0
1241,985685.848878226,6561148.31930787,5,Fi,1,0,0
1242,720883.379957205,6452435.49598177,1761,FaFi,0,1,0
1243,961359.161710563,6531240.61268561,6,Fi,1,0,0
1244,800146.268687763,6445307.16163437,5,Fi,1,0,0
1245,712867.0069151,6603219.96017578,4,Fi,0,0,0
1246,721670.273319386,6595160.15074976,60,Fa,0,0,0
1247,844756.484263931,6481558.18507866,739,Fi,0,1,0
1248,911597.363113743,6400436.92340275,6,Fi,1,0,0
1249,672268.723652677,6522653.96323252,3,Fi,0,0,0
1250,729548.659537031,6527558.23611754,207,FaFi,0,1,105
1251,675724.596211282,6452175.54792714,734,Fi,0,1,0
1252,931891.817670973,6520114.07486412,6,Fi,1,0,0
1253,718336.314156761,6598637.33342893,347,Fi,0,1,0
1254,723731.922418265,6558523.81858053,1984,Fi,0,1,0
1255,923307.616481823,6497812.86937351,263,Fi,0,1,0
1256,874855.33627728,6546403.2700489,4,Fi,1,0,0
1257,789882.28614705,6554532.55145895,5,Fi,0,0,0
1258,717075.289313114,6595535.64087875,1409,FaFi,0,1,0
1259,895266.844934551,6449907.72131633,621,FaFi,0,1,97
1260,657268.136989495,6398628.516408,254,FaFi,0,1,0
1261,740264.012868949,6463044.80542666,227,Fi,0,1,70
1262,731550.509463281,6590202.41881035,3,Fi,1,0,0
1263,687754.52437595,6611455.5857631,330,Fi,0,1,0
1264,695237.186268931,6399312.22618556,1442,Fi,1,1,0
1265,861205.506151751,6358949.75257494,2,Fi,0,0,0
1266,714678.217054042,6581209.88699332,5,Fi,0,0,0
1267,768259.451888236,6472915.31791732,249,FaFi,0,1,0
1268,693683.450336031,6546469.71240361,39,Fi,0,1,0
1269,829617.450430763,6540838.81933445,536,Fi,1,1,0
1270,768200.907043034,6422838.63994584,1036,Fa,0,1,0
1271,828174.06037321,6393806.76696382,68,FaFi,0,1,0
1272,741628.716730062,6510478.5476058,929,Fi,0,1,22
1273,824444.392165554,6487765.68529195,7,Fi,1,0,0
1274,872865.989842348,6584663.80890614,10,Fi,0,0,0
1275,664704.732186762,6422458.44302832,2516,Fa,0,1,4
1276,900201.537292701,6344737.68967144,217,FaFi,0,1,0
1277,954952.797253343,6423061.61904009,5,Fi,1,0,0
1278,632978.348271954,6402753.91396952,859,Fi,1,1,0
1279,786097.634832526,6455316.11988338,7,Fi,1,0,0
1280,676187.654989984,6574708.09224341,937,FaFi,0,1,0
1281,853801.666481211,6532689.67143504,5,Fi,0,0,0
1282,913961.436769489,6465070.61134713,2655,Fa,0,1,27
1283,710436.576049644,6611642.70985365,82,Fi,0,1,0
1284,702324.233869238,6438450.52756056,498,FaFi,0,1,0
1285,701999.697820171,6539033.09644093,1376,Fi,0,1,0
1286,698519.516483618,6591255.15622755,531,Fa,0,1,0
1287,831698.246866224,6452910.36738819,5,Fi,1,0,0
1288,823094.409578576,6481942.92936311,38,FaFi,0,1,0
1289,688754.789706142,6437173.63258101,274,Fi,0,1,0
1290,715909.215835145,6525045.89893717,3,Fi,1,0,0
1291,946285.965020574,6552052.47308044,4,Fi,1,0,0
1292,841121.971833628,6390178.54573325,4,Fi,0,0,0
1293,673722.375288091,6534811.07371114,117,Fi,0,1,0
1294,701175.753304708,6629304.8813439,36,Fi,0,1,0
1295,716979.888782128,6484414.92235692,4,Fi,1,0,0
1296,999906.570251357,6514878.7472845,2,Fi,0,0,0
1297,765823.490541012,6579987.37692386,5,Fi,1,0,0
1298,755234.994218503,6512000.23073282,5,Fi,1,0,0
1299,729177.723342213,6519191.66253874,1466,Fi,0,1,102
1300,793839.409485841,6513615.77432199,3,Fi,0,0,0
1301,680701.52967364,6480901.84320244,516,FaFi,0,1,0
1302,1010432.51194305,6477140.4486117,3,Fi,0,0,0
1303,854238.016834249,6466523.01121008,4,Fi,1,0,0
1304,674062.097894749,6429177.68642864,303,Fi,0,1,0
1305,904341.074386183,6470878.91032313,5,Fi,1,0,0
1306,785230.354576227,6426418.17968053,1154,Fa,0,1,0
1307,827119.080540917,6546389.92478316,4,Fi,1,0,0
1308,875105.077125697,6482498.23426065,138,FaFi,0,1,0
1309,848637.853232432,6584837.70643746,802,Fi,0,1,0
1310,705508.034582258,6626775.18742952,4,Fi,1,0,0
1311,866269.240879492,6432514.64447129,925,Fi,0,1,0
1312,690366.451193269,6486919.65482453,4,Fi,1,0,0
1313,1001684.94091876,6536122.57761998,37,FaFi,0,1,0
1314,703101.29404229,6420054.47560109,1952,Fi,0,1,0
1315,868939.399402706,6363339.79555737,9,Fi,1,0,0
1316,855585.55598432,6416253.84383416,5,Fi,1,0,0
1317,667845.498465854,6497103.62256705,5,Fi,0,0,0
1318,679855.185402659,6456741.48004166,1,Fi,1,0,0
1319,847852.025531479,6359830.17759842,938,Fi,0,1,0
1320,737808.968937246,6477422.74629493,1399,FaFi,0,1,0
1321,852166.27488565,6582667.19550088,2019,FaFi,0,1,22
1322,976935.336524603,6576957.80902853,879,Fi,0,1,88
1323,950211.169019867,6483376.94202881,3,Fi,1,0,0
1324,849267.938895972,6487439.24921569,9,Fi,0,0,0
1325,730743.14530607,6595202.46053994,7974,Fa,0,1,66
1326,1015971.38278812,6481497.12110519,526,Fi,1,1,0
1327,810876.020558154,6390646.87720911,5,Fi,1,0,0
1328,916903.735617132,6417347.79297201,3,Fi,1,0,0
1329,859741.381632332,6570954.03448488,524,Fi,1,1,0
1330,886299.14182271,6518631.81378182,396,Fi,0,1,0
1331,741174.658027822,6600703.30774578,2,Fi,1,0,0
1332,984368.868248639,6509854.87250767,3739,Fa,0,1,36
1333,699161.679045456,6261639.16246688,138,FaFi,0,1,0
1334,603781.632013538,6242709.13224831,290,FaFi,0,1,0
1335,524401.904371384,6266003.59265602,1248,Fi,0,1,118
1336,516270.897503258,6297656.95584825,438,Fi,0,1,0
1337,625608.251600196,6341653.70812974,423,Fi,0,1,0
1338,483056.903514552,6273864.87349271,50,Fi,1,1,18
1339,627260.084093427,6345807.82131432,870,Fa,0,1,0
1340,518837.80020844,6294701.19957708,1235,FaFi,0,1,0
1341,735144.910640297,6248408.58080212,1006,FaFi,0,1,0
1342,645283.353682944,6149801.02421489,823,Fi,0,1,0
1343,543186.205507481,6312361.46995058,1683,Fa,0,1,0
1344,551294.140028145,6380413.42648051,1066,Fi,0,1,0
1345,631861.268393724,6276058.65579295,890,Fi,0,1,0
1346,526964.610683215,6263662.83685505,1876,Fa,0,1,0
1347,749362.090051907,6378380.31364004,382,FaFi,0,1,0
1348,606115.070770237,6184474.55236497,1038,Fi,0,1,0
1349,560584.300612759,6343154.02779959,42,Fi,0,1,0
1350,688023.958002316,6244522.33505948,171,FaFi,0,1,0
1351,694436.852575692,6185852.51368628,1423,FaFi,0,1,0
1352,603025.813815478,6278911.87207499,840,FaFi,0,1,0
1353,532465.034244881,6363360.3547,972,FaFi,0,1,0
1354,533428.19483935,6295765.27307128,1947,Fa,0,1,93
1355,727066.645437392,6407823.42888732,3808,Fi,1,1,77
1356,617654.060789801,6374633.89727745,584,FaFi,0,1,0
1357,554841.390251169,6220789.45962506,822,FaFi,0,1,105
1358,559991.962672011,6253745.68541855,693,Fi,0,1,0
1359,434001.742789475,6198901.36863905,160,Fi,0,1,0
1360,477394.161343854,6253710.69996309,934,Fi,0,1,0
1361,665787.302169954,6374064.71684411,1848,Fa,0,1,16
1362,792043.477078666,6341035.15515734,5297,Fa,0,1,0
1363,519574.507777942,6312189.08712482,15546,Fa,0,1,20
1364,790362.988119461,6279293.90945201,1932,Fi,1,1,0
1365,620093.338894296,6415483.18154693,992,FaFi,0,1,0
1366,636830.511816771,6358889.61183268,1055,Fi,1,1,0
1367,652123.408409154,6167342.69420772,119,FaFi,0,1,0
1368,625109.730680288,6392456.57350947,18494,Fa,0,1,45
1369,752979.850176163,6393441.64906248,306,Fi,0,1,0
1370,665166.503357837,6190313.60541522,851,Fi,1,1,0
1371,611845.255563129,6227205.06057073,2484,Fi,0,1,0
1372,494023.74052676,6304800.22781154,3676,Fa,1,1,55
1373,694813.522746056,6169748.78360634,1782,Fi,0,1,0
1374,612426.063582921,6300593.47973325,60,FaFi,0,1,78
1375,658227.596857143,6287035.14568975,110,FaFi,0,1,0
1376,725571.220434109,6414367.63052451,890,FaFi,0,1,0
1377,645511.591093461,6329435.43354525,787,FaFi,0,1,0
1378,558503.119984084,6344969.21551713,1276,Fa,0,1,0
1379,574449.405240579,6329459.61000614,151,Fi,0,1,0
1380,565439.427968436,6305347.28721184,579,Fi,0,1,0
1381,714702.006819275,6304311.24327328,1857,FaFi,1,1,0
1382,585393.097021422,6231814.23591791,403,Fi,0,1,0
1383,464378.470840732,6300638.09761016,118,Fi,0,1,0
1384,745060.036436601,6264418.42575762,1068,FaFi,0,1,74
1385,464261.381285944,6294303.68897346,3659,Fa,0,1,0
1386,539296.323851201,6225287.38151408,314,Fi,1,1,0
1387,798196.015301619,6275993.75086217,680,Fi,0,1,0
1388,664623.256438942,6328785.41558347,1742,Fa,0,1,0
1389,456461.808597267,6279494.76466067,2049,Fa,0,1,0
1390,476898.547866434,6243692.8883626,344,Fi,0,1,0
1391,656165.988878448,6241423.92441297,65,FaFi,0,1,0
1392,520444.469203861,6335829.95775065,4,Fi,1,0,0
1393,582682.68014521,6274377.71756579,127,Fi,1,1,0
1394,523699.329135208,6252027.81019759,122,Fi,1,1,41
1395,603790.884361347,6320283.0995816,1356,Fi,1,1,0
1396,707526.453317031,6408240.43594711,8011,Fa,0,1,89
1397,496957.982113217,6278757.36048665,1168,FaFi,1,1,65
1398,548975.556398392,6229672.78560549,1339,Fi,1,1,17
1399,709982.566040131,6317152.9028136,139,Fi,0,1,0
1400,614635.101728135,6256455.64263508,6797,Fa,0,1,35
1401,537627.534224064,6236358.64436293,258,FaFi,0,1,121
1402,559224.040372427,6318951.48153011,709,Fi,0,1,1
1403,671003.049996001,6285963.25601775,266,FaFi,1,1,0
1404,579880.51572115,6350450.29899488,1505,Fi,0,1,24
1405,450244.514686603,6182789.75487418,471,Fi,0,1,21
1406,693759.811521576,6212053.21201628,19,FaFi,0,1,0
1407,667970.626952037,6359346.4237132,148,FaFi,0,1,0
1408,595983.727350184,6400093.84867307,6418,Fa,0,1,56
1409,590826.788627806,6415450.59711664,66,Fi,0,1,0
1410,828202.459121668,6354430.51426342,76,FaFi,0,1,0
1411,777357.861776719,6321558.26553628,840,Fi,0,1,27
1412,436947.623818143,6214354.36005009,1080,Fa,0,1,0
1413,656943.648115873,6294354.53292994,1870,FaFi,0,1,0
1414,449414.240402643,6188812.53068882,218,FaFi,1,1,0
1415,626600.539377327,6197315.2787224,86,Fi,1,1,0
1416,491512.090171199,6208098.96351496,432,Fi,0,1,0
1417,477393.69473055,6182258.92845379,3,Fi,0,0,0
1418,452676.029776038,6239160.77631258,101,Fi,0,1,0
1419,563615.393476627,6308953.20487118,509,Fi,0,1,0
1420,482479.61531836,6311333.97257087,120,FaFi,0,1,16
1421,685132.620610348,6233850.79793188,786,FaFi,0,1,0
1422,722118.624224425,6308141.16919946,49,FaFi,0,1,0
1423,538338.698720843,6243355.1275413,59,Fi,0,1,0
1424,491396.836001154,6276778.94168308,28,FaFi,0,1,0
1425,546289.238594771,6263412.13115955,505,Fi,0,1,74
1426,540962.739475684,6260765.02898393,141,Fi,1,1,0
1427,681737.345832478,6292689.17995058,24,Fi,0,1,0
1428,609624.601814406,6258424.81555346,269,Fi,0,1,0
1429,691000.171924447,6395499.19205893,278,FaFi,0,1,8
1430,604536.804417222,6347652.09024087,256,FaFi,0,1,97
1431,574665.214382289,6387868.09397439,497,Fi,0,1,0
1432,807004.222767313,6336332.96197379,1105,Fi,0,1,0
1433,479256.009490033,6211707.40480591,2225,Fi,0,1,0
1434,624932.212455509,6262134.06295843,395,FaFi,0,1,0
1435,594144.737100838,6425704.31955223,89,FaFi,0,1,0
1436,635195.361237664,6329004.5129333,2579,Fi,0,1,0
1437,586479.096108422,6222089.86715337,2608,Fi,1,1,0
1438,527415.833271287,6253188.20054558,2425,Fi,0,1,65
1439,499693.155287249,6197608.24241884,1442,Fi,0,1,0
1440,477273.465696717,6317012.23103129,3387,FaFi,1,1,0
1441,667176.261375587,6335817.13693098,159,Fi,0,1,0
1442,634569.026277539,6319459.42085506,7432,Fa,0,1,0
1443,521503.050851253,6311004.42084279,230,FaFi,0,1,0
1444,625355.381188758,6402968.83919912,469,FaFi,0,1,116
1445,613865.658929629,6320541.47592547,3,Fi,0,0,0
1446,567771.90321165,6231818.92426463,499,FaFi,0,1,0
1447,587313.89710809,6345479.97023353,69,FaFi,0,1,0
1448,492688.414397527,6306923.0293977,1869,Fi,0,1,0
1449,690842.459754,6190793.50733323,801,Fi,0,1,0
1450,651859.130787462,6240230.83382803,1139,Fi,0,1,22
1451,694021.443926516,6346896.71178113,844,Fa,0,1,0
1452,688078.593574342,6312943.23720687,162,FaFi,0,1,0
1453,629500.296227988,6245641.07651306,77,FaFi,0,1,0
1454,557529.701322092,6243783.07054836,1361,FaFi,1,1,0
1455,563501.15635945,6231470.2458625,244,Fi,0,1,0
1456,501144.831678374,6217996.19557668,964,Fi,0,1,0
1457,557625.887069808,6232445.60900897,971,FaFi,0,1,0
1458,448381.364400115,6291371.87523655,588,Fi,0,1,0
1459,581424.07341088,6228695.60944001,1524,FaFi,0,1,126
1460,457229.222565815,6248690.55604574,1068,FaFi,0,1,0
1461,493876.126196488,6227467.27045121,34,Fi,1,1,0
1462,671436.415929921,6181688.95735264,136,FaFi,0,1,0
1463,492999.633063607,6320279.498149,3839,Fi,0,1,0
1464,802583.439513982,6352168.0106004,459,FaFi,0,1,0
1465,532422.285978959,6310627.38334078,382,FaFi,0,1,0
1466,729947.953769706,6409892.29149313,3846,Fa,0,1,0
1467,753463.678345864,6392182.17343682,471,FaFi,0,1,0
1468,723748.602293446,6251385.99102419,639,Fi,0,1,0
1469,673874.443088698,6316920.50178925,10,Fi,1,0,0
1470,582481.343441101,6305284.19242592,4078,Fa,0,1,55
1471,624748.699578486,6240960.361187,2597,Fa,0,1,0
1472,632211.317864743,6268572.27935864,261,Fi,0,1,0
1473,515524.313090083,6319389.30763935,6,Fi,1,0,0
1474,516839.239542197,6310133.71115682,1868,Fi,0,1,8
1475,688266.042768373,6321474.08496708,369,FaFi,0,1,65
1476,487589.348914322,6261287.36625811,3328,Fi,0,1,0
1477,532468.203815404,6325516.90186185,1142,Fi,1,1,0
1478,710135.324254504,6310144.50725283,216,Fi,0,1,0
1479,453625.823013116,6223329.69280193,530,FaFi,0,1,0
1480,627201.423590853,6422775.33242291,733,Fi,0,1,0
1481,606635.635163087,6414610.42750906,3961,Fa,0,1,13
1482,488071.035801823,6227648.28886393,1974,Fi,1,1,0
1483,717800.483880976,6319510.55797341,183,Fi,1,1,0
1484,585046.603815955,6243037.01396318,134,Fi,0,1,0
1485,621822.832802004,6337180.92455577,476,FaFi,0,1,77
1486,604788.15608833,6300893.07202852,499,Fi,0,1,0
1487,668670.796823985,6274828.20354308,2585,Fi,1,1,126
1488,474700.058542761,6304336.06220872,2391,Fa,0,1,0
1489,702313.531647402,6357582.02884861,787,FaFi,0,1,15
1490,553821.477325073,6268137.79096251,11227,Fa,0,1,110
1491,618108.903832064,6359920.65694773,3884,Fi,1,1,0
1492,524713.06744639,6287778.08636101,2,Fi,1,0,0
1493,617391.782590486,6190150.12434945,461,Fi,0,1,59
1494,719177.985365659,6396186.83820917,102,FaFi,1,1,0
1495,702436.358220582,6367772.28552444,12,FaFi,0,0,0
1496,700371.424547399,6377378.50108181,1257,Fa,0,1,0
1497,704652.967498836,6303845.06437325,3240,Fa,0,1,123
1498,587092.254127682,6386862.28538571,256,Fi,0,1,0
1499,707320.980891025,6410218.31216989,2653,Fa,0,1,55
1500,659463.123623441,6381763.44152601,526,Fi,0,1,65
1501,729185.574652502,6405332.70697914,1131,Fi,0,1,3
1502,462496.58567836,6300669.90006516,211,FaFi,0,1,0
1503,529058.529581536,6332787.4754072,1341,Fa,0,1,0
1504,835711.283458199,6316915.467705,127,FaFi,0,1,0
1505,601990.7345892,6249417.74245599,1169,FaFi,0,1,0
1506,796686.683541436,6296180.79574498,325,Fi,0,1,0
1507,483574.88639079,6273821.43064672,532,Fi,0,1,0
1508,699624.517041637,6209449.51553318,82,Fi,1,1,0
1509,631399.347699117,6150906.74337888,1525,Fa,0,1,0
1510,536855.857914932,6235383.74226993,354,FaFi,0,1,0
1511,628115.871651731,6280759.76619834,1293,Fi,0,1,55
1512,520492.554994498,6329596.73131918,4,Fi,0,0,0
1513,550471.503899153,6353395.66575514,8049,Fa,0,1,0
1514,548749.272979937,6181855.95748249,3076,Fi,0,1,0
1515,459246.773690104,6237081.42766694,17,FaFi,0,1,0
1516,658071.701703914,6282462.14912528,817,FaFi,1,1,0
1517,672783.107747078,6238939.61785674,121,FaFi,0,1,0
1518,477365.198101126,6284447.85589653,2084,Fa,0,1,0
1519,553808.263746857,6245529.51040498,5552,Fa,1,1,0
1520,725763.233665097,6317317.35596825,522,Fi,0,1,0
1521,694439.113051408,6308983.00265138,130,Fi,0,1,0
1522,470801.365066183,6209968.18162438,171,FaFi,0,1,0
1523,617743.579907403,6239971.70810578,827,Fi,0,1,0
1524,576859.439704485,6215736.4336992,339,Fi,0,1,30
1525,513944.579289029,6249967.56319998,732,FaFi,0,1,0
1526,578048.501125763,6190132.91640653,1155,Fi,0,1,0
1527,682727.511281132,6291371.58607043,2044,Fi,1,1,0
1528,632992.573522255,6353070.245913,1104,Fi,1,1,21
1529,579477.237943188,6430905.5474266,227,FaFi,0,1,0
1530,468485.388061839,6201502.94471079,208,Fi,0,1,0
1531,525155.117409528,6209151.22045467,283,Fi,0,1,4
1532,608253.978772577,6317167.43640802,2843,Fa,0,1,0
1533,546193.51672477,6274513.32911622,2076,Fi,0,1,0
1534,610667.30229362,6226429.20010658,297,Fi,1,1,69
1535,734272.862643956,6295709.55549146,450,FaFi,0,1,0
1536,621473.963151393,6382075.87055385,992,Fi,0,1,0
1537,611476.09380266,6278979.49698994,796,Fi,0,1,0
1538,663501.14709015,6176699.53633678,265,FaFi,0,1,67
1539,620209.34671908,6361356.05892844,1072,Fi,1,1,0
1540,619290.400568476,6202520.16291837,2498,Fi,0,1,0
1541,670320.706882126,6329120.35589594,614,FaFi,0,1,85
1542,478937.736228714,6277702.51682455,1458,Fi,0,1,0
1543,588473.450318255,6385468.7374847,203,Fi,0,1,0
1544,602453.815955092,6255775.25823479,383,Fi,0,1,0
1545,640152.858628232,6312279.61168327,50,Fi,0,1,95
1546,573252.422140084,6365535.39482951,202,Fi,1,1,0
1547,579254.351246833,6226503.21766079,1282,FaFi,1,1,0
1548,807229.838604381,6338224.32782469,1439,FaFi,0,1,26
1549,718283.729077146,6361101.59575578,2003,Fi,1,1,0
1550,626488.508610286,6322902.07293873,2202,Fi,0,1,0
1551,458749.530290205,6278671.5710322,8,Fi,0,0,0
1552,604321.015108531,6204837.20499434,2120,FaFi,0,1,94
1553,724770.898405959,6267344.52704409,2957,Fa,0,1,99
1554,560762.084482758,6356437.25529381,196,FaFi,1,1,0
1555,623890.882897126,6302903.41105657,1439,Fi,0,1,0
1556,464711.907471245,6271094.96418273,704,Fi,0,1,0
1557,525402.790495182,6262392.03166569,1247,Fi,0,1,0
1558,596332.906806236,6349799.35997767,268,Fi,0,1,0
1559,622553.774336333,6351241.93881616,1739,Fi,0,1,0
1560,459452.442101514,6252273.74489743,468,Fa,0,1,0
1561,785888.895566215,6282065.41306627,262,FaFi,0,1,107
1562,649244.870446785,6241534.22891555,463,Fi,0,1,0
1563,799252.696887131,6346211.17798065,699,Fi,0,1,0
1564,789882.080483994,6336322.31771628,7,Fi,1,0,0
1565,746007.783062393,6311270.23524031,1020,Fi,0,1,73
1566,533656.309246066,6329332.51907722,773,FaFi,0,1,20
1567,780831.516940444,6329827.63891442,1086,FaFi,0,1,0
1568,554139.985358538,6396221.32517729,1236,FaFi,0,1,0
1569,688149.758160614,6314602.86848248,1290,FaFi,0,1,21
1570,649167.079189535,6191190.57763323,390,Fi,0,1,0
1571,671058.150813537,6284738.30332196,24,Fa,0,0,0
1572,572254.887796569,6226703.49103216,309,Fi,0,1,0
1573,488291.341567764,6316179.53880396,516,FaFi,0,1,0
1574,554986.378904608,6256041.90409883,148,FaFi,0,1,0
1575,513407.921231365,6252313.4254293,553,Fi,0,1,0
1576,624074.487709476,6197761.41977717,6293,Fi,1,1,0
1577,493424.334508229,6184337.29540674,135,FaFi,0,1,0
1578,540472.741869147,6319591.32477006,671,Fi,0,1,9
1579,543240.629071369,6345934.55942552,309,FaFi,0,1,117
1580,633124.598903862,6311192.97825442,779,Fi,0,1,0
1581,658700.998329806,6387357.68962217,106,Fi,1,1,0
1582,812481.486442673,6335758.89249491,452,FaFi,0,1,0
1583,549546.063753634,6263851.53019229,751,FaFi,0,1,0
1584,605734.640435251,6283354.96442211,290,Fi,0,1,7
1585,670725.422798246,6361409.08982201,1909,Fi,0,1,0
1586,481941.344631047,6321032.40548268,1408,Fa,0,1,0
1587,495811.983257484,6291232.75934323,639,Fi,0,1,75
1588,704818.677847288,6230431.66181863,740,Fi,0,1,39
1589,623651.419704517,6238713.29668154,3547,Fa,0,1,0
1590,461608.921865963,6220336.77241011,385,FaFi,1,1,67
1591,546916.123603661,6265864.20182705,103,Fi,0,1,0
1592,606983.24683361,6247842.15309005,356,FaFi,0,1,0
1593,750442.659971965,6402331.45453716,12,Fi,1,1,0
1594,610928.602617609,6340066.70423784,271,Fa,1,1,0
1595,443754.37949094,6224861.11090367,456,Fi,0,1,0
1596,678457.900577616,6154088.66162616,668,Fi,0,1,0
1597,714333.819710047,6264315.82884657,2879,Fi,0,1,0
1598,601323.704618011,6170062.05741986,1231,Fi,0,1,0
1599,563868.88789543,6368725.15407029,2111,Fi,1,1,0
1600,602275.425565957,6285868.23799302,667,FaFi,0,1,0
1601,573315.794108317,6263855.46593598,473,Fi,0,1,82
1602,482144.489168611,6291474.05014031,51,Fi,0,1,112
1603,741910.490717682,6278536.00399583,878,FaFi,0,1,0
1604,556689.553125448,6216241.28024352,24,FaFi,0,1,0
1605,733731.942929606,6370718.3628973,245,Fi,0,1,0
1606,598311.739773229,6178907.67298349,765,Fa,0,1,0
1607,550930.637614884,6207537.98355242,613,FaFi,0,1,106
1608,684824.030063591,6325174.99744776,1720,Fi,0,1,0
1609,682550.644126508,6206800.66952812,2495,Fi,0,1,0
1610,638815.931397903,6342645.56958795,2993,Fi,0,1,125
1611,651961.566964984,6209160.12656091,4173,Fa,0,1,8
1612,585455.968572287,6433555.90109125,38,FaFi,0,1,0
1613,560174.079421706,6278739.86548064,400,FaFi,0,1,0
1614,516482.495303578,6223628.74405862,215,Fi,0,1,0
1615,628558.248615441,6285875.08993324,8234,Fa,0,1,0
1616,691554.1853396,6166146.54841622,1021,Fi,0,1,0
1617,659878.962150872,6384123.19333299,19,FaFi,0,1,0
1618,681143.547673463,6401292.54767875,294,FaFi,0,1,0
1619,725611.560893313,6259448.75909907,713,Fi,0,1,0
1620,581215.417834106,6276335.90322306,73,FaFi,0,1,0
1621,704197.313549868,6380883.55752784,987,Fi,0,1,102
1622,556954.669400533,6250219.46124131,8,Fi,1,0,0
1623,645939.392741887,6311744.62512628,1555,Fi,1,1,0
1624,584793.611768512,6402010.27586825,1144,Fi,0,1,0
1625,476007.782775536,6200542.74080908,48,FaFi,0,1,0
1626,742782.310194652,6381572.65112101,955,Fi,0,1,24
1627,629657.530647375,6316644.85118704,650,Fi,0,1,45
1628,687608.630541509,6355818.16773211,19,Fi,0,1,0
1629,557610.49322725,6264697.63166606,665,Fi,0,1,0
1630,835847.0022756,6338488.71587965,3256,Fa,0,1,0
1631,606523.53698332,6361900.43711036,23,FaFi,0,1,0
1632,485925.133191801,6230753.18980022,517,FaFi,0,1,0
1633,474952.140811501,6234929.67638101,167,Fi,1,1,0
1634,808600.398923065,6336603.95857871,82,Fi,0,1,0
1635,635803.212019087,6164553.866213,1706,Fa,0,1,9
1636,690572.531480365,6217266.74918422,2215,Fi,1,1,4
1637,457960.106359679,6265397.8614847,3861,Fa,0,1,77
1638,830233.510670207,6335940.80406291,1148,FaFi,0,1,0
1639,603020.484692929,6233490.54222956,1227,Fi,0,1,0
1640,546389.21645488,6291563.25392812,412,Fi,0,1,0
1641,666571.149700236,6352581.20073749,982,Fi,0,1,0
1642,605929.659687626,6297582.32421035,7,Fi,1,0,0
1643,561526.00246641,6228972.31015338,729,Fi,1,1,0
1644,467586.28186733,6188861.04701575,6,Fi,1,0,0
1645,495323.400634298,6289128.79877004,72,Fi,0,1,0
1646,518022.829297205,6218023.09769991,935,Fi,0,1,30
1647,579199.14852861,6414382.53312996,826,Fi,0,1,117
1648,602883.323927086,6342804.11807554,18,Fi,1,1,0
1649,456596.077845657,6222837.75862904,1015,Fi,0,1,113
1650,608237.689708556,6217707.94462206,1498,Fi,1,1,0
1651,694870.558504231,6315766.96247016,499,FaFi,0,1,0
1652,623272.50322488,6329218.67917707,369,FaFi,0,1,0
1653,604516.173094343,6274454.07929336,439,Fi,0,1,0
1654,518155.469600114,6236049.2737663,368,FaFi,0,1,0
1655,516727.988124889,6304419.61130921,1949,Fi,0,1,50
1656,697796.045033857,6187422.10262738,144,FaFi,0,1,0
1657,570985.229967038,6169447.9635643,9325,Fa,0,1,15
1658,631761.856116617,6370696.11694448,1688,FaFi,0,1,0
1659,693075.484714961,6356564.71908929,1035,Fi,1,1,0
1660,689934.628887237,6311928.68914174,746,Fi,1,1,0
1661,485609.482774027,6251344.36098691,9910,Fa,0,1,0
1662,626397.650128826,6309417.32652075,724,FaFi,0,1,0
1663,605592.613154479,6230316.68109679,1544,Fi,0,1,0
1664,465555.499188099,6300234.42429816,140,Fi,0,1,0
1665,738793.24145885,6250486.16108302,387,Fi,0,1,109
1666,537959.948037432,6265706.60453827,6350,Fa,0,1,104
1667,521569.049571013,6274215.68618617,6790,Fa,0,1,44
1668,435336.560489975,6202056.46082256,4,Fi,1,0,0
1669,487391.83539108,6233165.84008021,771,FaFi,0,1,0
1670,579356.842526931,6402054.39708043,2,FaFi,0,1,0
1671,556643.300570163,6319067.303813,135,FaFi,1,1,0
1672,539676.009422114,6287436.9149918,181,FaFi,1,1,0
1673,619721.469291629,6184569.81644378,874,FaFi,0,1,0
1674,685020.681778633,6414201.58706135,1958,Fi,0,1,118
1675,685218.780522497,6270557.5318061,211,Fi,0,1,0
1676,632008.420409475,6339363.42615262,671,Fi,0,1,0
1677,620560.361657575,6272201.27633004,1512,FaFi,0,1,0
1678,586864.327304204,6334723.40389551,2310,Fi,0,1,110
1679,717445.992888302,6307417.24339135,2392,Fi,0,1,0
1680,797823.465612015,6291403.3699487,444,FaFi,0,1,0
1681,626045.314780195,6216024.01638215,1732,Fa,0,1,0
1682,545976.796338862,6232572.28437988,1241,Fi,0,1,0
